GENE NAME	Gene stable ID	Transcript stable ID	Protein stable ID	NCBI gene ID
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3772058
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3772299
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3772276
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3772265
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3771891
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3772099
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3772166
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3772203
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	326273
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3771957
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3772104
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3772013
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3772502
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3772081
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3772496
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3772248
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3771809
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3772336
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3772575
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3772271
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3772083
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3772264
HIS2B:CG33884	FBgn0053884	FBtr0091888	FBpp0091129	3772094
LM408	FBgn0027611	FBtr0080031	FBpp0079621	34437
LM408	FBgn0027611	FBtr0080030	FBpp0079620	34437
CG4854	FBgn0038766	FBtr0083830	FBpp0083239	42391
CG3511	FBgn0035027	FBtr0072309	FBpp0072216	37926
CG3511	FBgn0035027	FBtr0343484	FBpp0310092	37926
CG8060	FBgn0034113	FBtr0087178	FBpp0086322	36824
LAMBDATRY	FBgn0043470	FBtr0088121	FBpp0087222	36214
DESAT1	FBgn0086687	FBtr0082627	FBpp0082096	117369
DESAT1	FBgn0086687	FBtr0082628	FBpp0082097	117369
DESAT1	FBgn0086687	FBtr0082630	FBpp0082099	117369
DESAT1	FBgn0086687	FBtr0082629	FBpp0082098	117369
DESAT1	FBgn0086687	FBtr0082626	FBpp0082095	117369
CG11109	FBgn0037200	FBtr0078552	FBpp0078203	40507
CG11109	FBgn0037200	FBtr0078553	FBpp0078204	40507
CG31688	FBgn0263355	FBtr0330203	FBpp0303236	35314
CG31688	FBgn0263355	FBtr0273378	FBpp0271886	35314
CG31688	FBgn0263355	FBtr0330204	FBpp0303237	35314
CG31688	FBgn0263355	FBtr0308895	FBpp0301022	35314
CG31688	FBgn0263355	FBtr0330661	FBpp0303511	35314
CG42327	FBgn0259227	FBtr0299789	FBpp0289067	41401
COLT	FBgn0019830	FBtr0077731	FBpp0077414	33470
COLT	FBgn0019830	FBtr0077734	FBpp0089377	33470
CG6220	FBgn0033865	FBtr0087650	FBpp0086776	36520
INR-A	FBgn0264962	FBtr0302109	FBpp0291319	36658
INR-A	FBgn0264962	FBtr0339986	FBpp0309007	36658
INR-A	FBgn0264962	FBtr0339985	FBpp0309006	36658
INR-A	FBgn0264962	FBtr0345528	FBpp0311632	36658
INR-A	FBgn0264962	FBtr0302294	FBpp0291500	36658
INR-A	FBgn0264962	FBtr0302560	FBpp0291716	36658
INR-A	FBgn0264962	FBtr0301513	FBpp0290728	36658
ELP3	FBgn0031604	FBtr0077439	FBpp0077129	33649
CG14103	FBgn0036908	FBtr0074927	FBpp0074696	40158
CG14103	FBgn0036908	FBtr0333878	FBpp0306010	40158
MTM	FBgn0025742	FBtr0345290	FBpp0311457	33845
MTM	FBgn0025742	FBtr0079223	FBpp0078854	33845
