Gene stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	Gene name
YOR386W	854568	P05066	PHR1
YBL015W	852266	P32316	ACH1
YHR207C	856614	P38890	SET5
YPL282C	855847	P0CE86	PAU22
YPL282C	854576	P0CE86	PAU22
YPL282C	855847	P0CE87	PAU22
YPL282C	854576	P0CE87	PAU22
YHR132W-A	856534	Q9P305	IGO2
YLL061W	850665	Q12372	MMP1
YPR178W	856307	P20053	PRP4
YJL077C	853368	P47034	ICS3
YMR148W	855179	P40219	OSW5
YHR015W	856408	P38760	MIP6
Q0105	854583	P00163	COB
YOL027C	854130	Q08179	MDM38
YDL227C	851371	P09932	HO
YHL015W	856371	P38701	RPS20
YEL033W	856678	P32633	MTC7
YBR038W	852326	P14180	CHS2
YHR090C	856490	P38806	YNG2
YKL006W	853864	P36105	RPL14A
YDL111C	851447	Q12277	RRP42
YBL018C	852263	P38208	POP8
YLR119W	850810	Q99176	SRN2
YPR061C	856174	Q12350	JID1
YIR037W	854855	P40581	HYR1
YMR168C	855204	P40969	CEP3
YKL187C	853648	P34231	FAT3
YML063W	854939	P23248	RPS1B
YKL111C		P36074	
YIL127C	854679	P40470	RRT14
YLL020C		Q07811	
YER006W	856723	P40010	NUG1
YGL073W	852806	P10961	HSF1
YNL178W	855543	P05750	RPS3
YNL065W	855660	P53943	AQR1
YDR324C	851924	Q06679	UTP4
YDL170W	851384	P26370	UGA3
YDR317W	851915	Q06674	HIM1
YOL155C	854010	Q05164	HPF1
YDR436W	852046	P33329	PPZ2
YLR163C	850860	P10507	MAS1
YBR253W	852555	P32570	SRB6
YPL180W	855922	Q08921	TCO89
YHR189W	856596	P38876	PTH1
YIL143C	854663	Q00578	SSL2
YDR208W	851789	P38994	MSS4
YPL142C		Q08916	
YIL079C	854731	P40507	AIR1
YKR035W-A	853906	P69771	DID2
YLL014W	850646	Q12431	EMC6
YHR001W-A	856390	P37299	QCR10
YHR070C-A		A0A023PYH0	
YBL068W-A		P0C5L1	
YKL182W	853653	P07149	FAS1
YHR108W	856508	P38817	GGA2
YPL019C	856088	Q02725	VTC3
YDR386W	851994	Q04149	MUS81
YFL033C	850511	P43565	RIM15
YIR008C	854825	P10363	PRI1
YHR006W	856397	P38704	STP2
YMR008C	855020	P39105	PLB1
YBR058C	852349	P38237	UBP14
YDR504C	852115	Q04398	SPG3
YAL039C	851192	P06182	CYC3
YJR006W	853462	P46957	POL31
YMR294W-A		A0A023PZL7	
YNR043W	855779	P32377	MVD1
Q0143		Q9ZZW3	
YIL040W	854771	P40532	APQ12
YLR129W	850820	Q12220	DIP2
YFL021W	850523	P43574	GAT1
YGL009C	852875	P07264	LEU1
YIL129C	854677	P40468	TAO3
YGL095C	852785	P38932	VPS45
YIL100C-A		Q03884	
YJR072C	853535	P47122	NPA3
YHR147C	856552	P32904	MRPL6
YOR375C	854557	P07262	GDH1
YPL258C	855870	Q08975	THI21
YGL137W	852740	P41811	SEC27
YNL021W	855710	P53973	HDA1
YOR100C	854267	Q12289	CRC1
YGL214W		P53087	
YKL099C	853762	P34247	UTP11
YLR173W	850870	Q06247	
YPL022W	856085	P06777	RAD1
YOL026C	854131	Q08176	MIM1
YIL124W	854682	P40471	AYR1
YNL124W	855599	P53919	NAF1
YJL118W	853323	P47022	
YOL012C	854150	Q12692	HTZ1
YPL279C	855850	Q08991	FEX2
YLR090W	850779	P39102	XDJ1
YMR177W	855215	Q03218	MMT1
YGR105W	852997	P41806	VMA21
YNL312W	855404	P26754	RFA2
YBL084C	852194	P38042	CDC27
YFL008W	850540	P32908	SMC1
YDL220C	851306	P32797	CDC13
YNL143C	855579	P53908	
YDR396W		O13522	
YOR026W	854191	P26449	BUB3
YIL042C	854769	P40530	PKP1
YGR001C	852884	P53200	EFM5
YMR213W	855253	Q03654	CEF1
YMR192W	855230	Q04322	GYL1
YGL217C		P53085	
YAR030C		P39550	
YDR258C	851845	P33416	HSP78
YAR047C		P39557	
YAL022C	851211	P31381	FUN26
YBR224W		P38320	
YOR359W	854541	Q08831	VTS1
YDR176W	851756	P32494	NGG1
YDL099W	851459	Q12191	BUG1
YDR380W	851987	Q06408	ARO10
YDL110C	851448	Q12513	TMA17
YOR250C	854424	Q08685	CLP1
YFL019C		P43576	
Q0055	854594	P03876	AI2
YDR148C	851726	P19262	KGD2
YER007W	856724	P39937	PAC2
YBR077C	852369	P38247	SLM4
YOL013C	854149	Q08109	HRD1
YPL044C		O13520	
YDL201W	851326	Q12009	TRM8
YDL107W	851451	P40990	MSS2
YNL251C	855470	P53617	NRD1
YOR272W	854446	Q12024	YTM1
YER078W-A	1466536	Q3E7A2	
YPR193C	856323	Q06592	HPA2
YJL184W	853255	P46984	GON7
YGL173C	852702	P22147	XRN1
YLR286W-A		Q8TGM4	
YMR326C		Q6B0R7	
YPL001W	856106	Q12341	HAT1
YGL086W	852794	P40957	MAD1
YPR083W	856198	Q06820	MDM36
YGR223C	853138	P50079	HSV2
YMR014W	855028	Q04347	BUD22
YMR020W	855034	P50264	FMS1
YDR515W	852127	Q12034	SLF1
YEL002C	856716	P33767	WBP1
YKL179C	853675	P34237	COY1
YAL011W	851222	P31376	SWC3
YMR208W	855248	P07277	ERG12
YBL087C	852191	P0CX42	RPL23A
YBL087C	856853	P0CX42	RPL23A
YBL087C	852191	P0CX41	RPL23A
YBL087C	856853	P0CX41	RPL23A
YNL299W	855417	P48561	TRF5
YPR195C		Q06594	
YDR133C		Q03904	
YJR133W	853597	P47165	XPT1
YCL009C	850348	P25605	ILV6
YLR259C	850963	P19882	HSP60
YOL164W-A	1466473	Q3E7A5	
YGR077C	852968	P53248	PEX8
YOL082W	854072	P35193	ATG19
YGL052W		P53175	
YBR098W	852395	P38257	MMS4
YLR219W	850916	Q05812	MSC3
YDR378C	851984	Q06406	LSM6
YHR180W-A		P0C5N8	
YLR401C	851117	Q06053	DUS3
YGR285C	853202	P32527	ZUO1
YHR092C	856492	P32467	HXT4
YML098W	854875	P11747	TAF13
YFR005C	850555	P43589	SAD1
YMR133W	855163	P32841	REC114
YNR049C	855785	P53604	MSO1
YLL058W	850668	Q12198	
YOR035C	854200	P51534	SHE4
YML028W	854980	P34760	TSA1
YNL163C	855558	P53893	RIA1
YPL057C	856050	P33300	SUR1
YHR080C	856480	P38800	LAM4
YEL064C	856645	P39981	AVT2
YDR473C	852084	Q03338	PRP3
YLR177W	850874	Q06251	
YJR025C	853482	P47096	BNA1
YGL080W	852800	P53157	MPC1
YDR403W	852012	P21623	DIT1
YGL207W	852665	P32558	SPT16
YGR261C	853177	P46682	APL6
YBR239C	852541	P38140	ERT1
YMR285C	855329	Q03264	NGL2
YDR268W	851861	P04803	MSW1
YER103W	856840	P22202	SSA4
YMR040W	855056	Q04210	YET2
YBR168W	852466	P38292	PEX32
YHL045W		P38726	
YPL211W	855890	Q08962	NIP7
YMR094W	855119	P35203	CTF13
YDR409W	852018	Q04195	SIZ1
YMR189W	855227	P49095	GCV2
YIL115C	854691	P40477	NUP159
YBL046W	852234	P38193	PSY4
YBR003W	852288	P18900	COQ1
YOL016C	854144	P22517	CMK2
YDR173C	851753	P07250	ARG82
YNR073C	856639	P0CX09	MAN2
YNR073C	855810	P0CX09	MAN2
YNR073C	856639	P0CX08	MAN2
YNR073C	855810	P0CX08	MAN2
YDR187C		A0A023PYD7	
YBR215W	852516	Q01448	HPC2
YOR007C	854168	Q12118	SGT2
YOR325W		Q12261	
YDR389W	851997	P17121	SAC7
YKL047W	853819	P36090	ANR2
YER007C-A	856725	P89886	TMA20
YLR415C	851133	O13578	
YNL127W	855596	P53917	FAR11
YHR022C	856417	P38763	
YGR226C		P50083	
YKL049C	853817	P36012	CSE4
YML128C	854911	Q03104	MSC1
YDR417C		P87267	
YGL140C	852737	P53120	
YDR165W	851743	Q03774	TRM82
YML022W	854986	P49435	APT1
YKL220C	853660	P36033	FRE2
YKL183W	853652	P34234	LOT5
YLR467W	851189	P0CX22	YRF1-5
YLR467W	852158	P0CX22	YRF1-5
YLR467W	854577	P0CX22	YRF1-5
YLR467W	851189	P0CX21	YRF1-5
YLR467W	852158	P0CX21	YRF1-5
YLR467W	854577	P0CX21	YRF1-5
YLR467W	851189	P0CX20	YRF1-5
YLR467W	852158	P0CX20	YRF1-5
YLR467W	854577	P0CX20	YRF1-5
YDL113C	851445	Q07528	ATG20
YLR302C		O13544	
YGL078C	852802	P20447	DBP3
YGL199C		P53092	
YBL025W	852256	P38204	RRN10
YMR299C	855345	Q04949	DYN3
YGR164W		P53291	
YGR150C	853053	P48237	CCM1
YDR426C		P87268	
YDR521W		P87273	
YKL181W	853654	P32895	PRS1
YPL041C	856066	Q03079	MRX11
YDR086C	851659	P35179	SSS1
YBR105C	852402	P38263	VID24
YJR018W		P47091	
YJL095W	853350	Q01389	BCK1
YKL088W	853774	P36076	CAB3
YDL021W	851541	Q12008	GPM2
YDR023W	851587	P07284	SES1
YHL027W	856358	P33400	RIM101
YOL085W-A		Q8TGQ8	
YBR200W	852499	P29366	BEM1
YCR014C	850372	P25615	POL4
YPR003C	856111	P53394	
YLR185W	850882	P49166	RPL37A
YPL181W	855920	Q08923	CTI6
YOL160W		Q08321	
YER093C-A	856829	P87275	AIM11
YGL006W-A	1466456	Q3E802	
YNL118C	855605	P53550	DCP2
YCL036W	850321	P25370	GFD2
YGR196C	853110	P46949	FYV8
YLR060W	850749	P15624	FRS1
YJR147W	853612	P47175	HMS2
YDR394W	852003	P33298	RPT3
YCR051W	850418	P25631	
YHL003C	856386	P38703	LAG1
YOR361C	854543	P06103	PRT1
YPR168W	856297	Q06213	NUT2
YDR320C-A	851919	P69851	DAD4
YBR190W		P38303	
YBR248C	852550	P33734	HIS7
YHR070W	856467	P38793	TRM5
YDR003W-A	1466432	Q3E7Z7	
YPL185W		Q08927	
YPL040C	856067	P48526	ISM1
YHR150W	856555	P38848	PEX28
YGL197W	852678	P53094	MDS3
YOL158C	854007	Q08299	ENB1
YJL043W	853407	P47053	
YER120W	856856	P40075	SCS2
YMR227C	855267	Q05021	TAF7
YBR145W	852442	P38113	ADH5
YMR119W	855147	P54074	ASI1
YGR136W	853037	P53281	LSB1
YFL022C	850522	P15625	FRS2
YDR183W	851764	Q04004	PLP1
YER033C	856755	P40021	ZRG8
YNL189W	855532	Q02821	SRP1
YBL047C	852233	P34216	EDE1
YKL209C	853671	P12866	STE6
YMR255W	855297	Q04839	GFD1
YOR315W	854493	Q12507	SFG1
YDR245W	851832	P50108	MNN10
YJL107C	853337	P42947	
YNL290W	855426	P38629	RFC3
YKR019C	853889	P36115	IRS4
YGR153W	853057	P48238	
YGL159W	852717	P53110	
YGR286C	853203	P32451	BIO2
YJL012C	853441	P47075	VTC4
YAL001C	851262	P34111	TFC3
YNR025C		P53726	
YBR099C		P38258	
YBL014C	852269	P32786	RRN6
YNL250W	855471	P12753	RAD50
YDR431W		Q04069	
YNL314W	855402	P21705	DAL82
YNL227C	855495	P53863	JJJ1
YER054C	856781	P40036	GIP2
YBR062C	852354	P38239	
YDL154W	851401	Q12175	MSH5
YDL184C	851422	P0CX87	RPL41A
YDL184C	851344	P0CX87	RPL41A
YDL184C	851422	P0CX86	RPL41A
YDL184C	851344	P0CX86	RPL41A
YOR010C	854174	P33890	TIR2
YDR153C	851731	Q03769	ENT5
YMR024W	855039	P36516	MRPL3
YNL218W	855503	P40151	MGS1
YPL070W	856035	Q02866	MUK1
YBL092W	852185	P38061	RPL32
YGL254W	852638	P32805	FZF1
YLR313C			SPH1
YHR133C	856535	P38837	NSG1
YPR159W	856287	P32486	KRE6
YML054C	854950	P00175	CYB2
YMR317W	855366	Q04893	
YAL056W	851243	P39717	GPB2
YOR384W	854566	Q08908	FRE5
YPL002C	856105	Q12483	SNF8
YLR303W	851010	P06106	MET17
YNL004W	855728	P38922	HRB1
YIL035C	854776	P15790	CKA1
YGR023W	852905	P53214	MTL1
YNR023W	855757	P53628	SNF12
YNL092W	855632	P53934	
YLR154W-B		P0C5P9	
YMR084W	855108	A2P2R3	
YGL063W	852817	P53167	PUS2
YMR274C	855317	Q03530	RCE1
YDR014W-A	4036073	Q03937	HED1
YLL029W	850630	Q07825	FRA1
YJR121W	853585	P00830	ATP2
YDR434W	852044	Q04080	GPI17
YHR215W	856625	P38693	PHO12
YGL154C	852723	P50113	LYS5
YLL047W		Q07881	
YLR285C-A	1466418	Q3E771	
YLR001C	850687	Q07895	
YGL035C	852848	P27705	MIG1
YPL227C	855874	P40350	ALG5
YOR234C	854409	P41056	RPL33B
YGR009C	852892	P40357	SEC9
YOR283W	854457	Q12040	
YNL324W		P53825	
YBR240C	852542	P38141	THI2
YGR034W	852922	P53221	RPL26B
YJL145W	853296	P47008	SFH5
YHL020C	856366	P21957	OPI1
YJL153C	853288	P11986	INO1
YKR012C			
YDL002C	851562	Q03435	NHP10
YOR020W-A	1466480	Q3E824	
YDR225W	851811	P04911	HTA1
YER164W	856911	P32657	CHD1
YHR101C	856501	P38813	BIG1
YJL088W	853357	P05150	ARG3
YMR215W	855255	Q03655	GAS3
YDR418W	856656	P0CX54	RPL12B
YDR418W	852026	P0CX54	RPL12B
YDR418W	856656	P0CX53	RPL12B
YDR418W	852026	P0CX53	RPL12B
YOL045W	854111	Q08217	PSK2
YCL045C	850312	P25574	EMC1
YPL067C	856038	Q02754	
YHR046C	856442	P38710	INM1
YIL176C	854631	P0CE89	PAU14
YIL176C	853232	P0CE89	PAU14
YIL176C	854631	P0CE88	PAU14
YIL176C	853232	P0CE88	PAU14
YBR251W	852553	P33759	MRPS5
YOR102W		Q08503	
YNL233W	855488	P53858	BNI4
YHR095W		P38808	
YPL236C	855840	Q12003	ENV7
YPL151C	855952	Q12417	PRP46
YGL064C	852816	P53166	MRH4
YMR277W	855320	Q03254	FCP1
YJR064W	853527	P40413	CCT5
YOL128C	853992	Q12222	YGK3
YCL005W	850351	P25587	LDB16
YPL234C	855842	P32842	VMA11
YNL155W	855567	P53899	CUZ1
YOR360C	854542	P06776	PDE2
YDR224C	851810	P02293	HTB1
YLR465C		O13558	BSC3
YER139C	856882	P40084	RTR1
YJL137C	853304	P47011	GLG2
YLR015W	850702	P43132	BRE2
YMR033W	855049	Q05123	ARP9
YOL097C	854056	Q12109	WRS1
YHR182W	856588	P38870	
YIL006W	854811	P40556	YIA6
YDR502C	852113	P19358	SAM2
YDR447C	852058	P14127	RPS17B
YDL039C	851522	Q12459	PRM7
YJL074C	853371	P47037	SMC3
YOR164C	854335	Q12125	GET4
YKL166C	853688	P05986	TPK3
YEL042W	856669	P32621	GDA1
YML094C-A		Q12744	
YGR118W	853015	P0CX30	RPS23A
YGR118W	856250	P0CX30	RPS23A
YGR118W	853015	P0CX29	RPS23A
YGR118W	856250	P0CX29	RPS23A
YDL225W	851373	Q07657	SHS1
YNL020C	855711	P53974	ARK1
YPL015C	856092	P53686	HST2
YHR098C	856498	P38810	SFB3
YAL066W		P39710	
YKL016C	853853	P30902	ATP7
YNL076W	855648	P34072	MKS1
YBR199W	852498	P38131	KTR4
YML041C	854966	Q03433	VPS71
YJL111W	853333	P42943	CCT7
YKR086W	853961	P15938	PRP16
YLR432W	851152	P50095	IMD3
YDR259C	851846	Q03935	YAP6
YIL048W	854763	P40527	NEO1
YBR128C	852425	P38270	ATG14
YBR139W	852436	P38109	
YLR081W	850770	P13181	GAL2
YPR035W	856147	P32288	GLN1
YMR305C	855352	Q04951	SCW10
YNL200C	855521	P40165	NNR1
YGR277C	853194	P53332	CAB4
YNL177C	855544	P53881	MRPL22
YNL077W	855647	P53940	APJ1
YHR145C		O13537	
YOR175C	854346	Q08548	ALE1
YPR037C	856152	Q12284	ERV2
YPR184W	856314	Q06625	GDB1
YPL135W	855968	Q03020	ISU1
YPL215W	855886	P21560	CBP3
YMR315W-A	1466508	Q8TGS4	
YMR237W	855277	Q05029	BCH1
YNL293W	855423	P48566	MSB3
YDR495C	852106	P23643	VPS3
YCR088W	850450	P15891	ABP1
YKL141W	853716	P33421	SDH3
YDL151C		Q12064	BUD30
YDR357C	851959	Q06333	CNL1
YNL098C	855625	P01120	RAS2
YML095C	854878	P06838	RAD10
YIL066C	854744	P21672	RNR3
YLR166C	850863	Q06245	SEC10
YDR370C	851976	Q06349	DXO1
YBL070C		P38186	
YKL065C	853800	P35723	YET1
YBR054W	852343	P38079	YRO2
YIR029W	854847	P25335	DAL2
YDR298C	851892	P09457	ATP5
YCR037C	850403	P25360	PHO87
YGR232W	853147	P50086	NAS6
YIR018C-A	1466494	Q3E7Z3	
YBL039W-B	1466441	P0C268	
YMR018W	855032	Q04364	PEX9
YKL013C	853856	P33204	ARC19
YGR227W	853142	P50076	DIE2
YHR120W	856520	P25846	MSH1
YDR276C	851869	P87284	PMP3
YBR072W	852364	P15992	HSP26
YJL158C	853282	P47001	CIS3
YKL040C	853826	P32860	NFU1
YPL112C	855991	Q02969	PEX25
YBR111C	852408	Q01976	YSA1
YAL013W	851220	P31385	DEP1
YER190C-A		P0CL30	
YER190C-A		P0CL31	
YER190C-A		P0CL27	
YER190C-A		P0CL29	
YER190C-A		P0CL28	
YMR163C	855198	Q03824	INP2
YDL185C-A		P0C5M4	
YGL142C	852735	P30777	GPI10
YIL094C	854714	P40495	LYS12
YHL030W	856355	P38737	ECM29
YDR545C-A		P0CL37	
YML027W	854981	P34161	YOX1
YJR016C	853473	P39522	ILV3
YNR004W	855738	P40342	SWM2
YGL143C	852734	P30775	MRF1
YNL049C	855678	P53953	SFB2
YCR077C	850440	P25644	PAT1
YLR383W	851099	Q12749	SMC6
YPR146C		O13571	
YGR222W	853137	P10834	PET54
YDL247W	851350	P0CD99	MPH2
YOR086C	854253	Q12466	TCB1
YGL045W	852837	P53179	RIM8
YPR087W		O13584	VPS69
YBL001C	852285	P35195	ECM15
YGL253W	852639	P04807	HXK2
YIL103W	854703	P40487	DPH1
YKR061W	853935	P33550	KTR2
YKL096W	853766	P28319	CWP1
YDR406W	852015	Q04182	PDR15
YAL047W-A		A0A023PZE2	
YNR019W	855753	P53629	ARE2
YOR242C	854416	Q08646	SSP2
YJR099W	853562	P35127	YUH1
YGR257C	853173	P53320	MTM1
YDR273W	851866	Q05610	DON1
YKR050W	853924	P28584	TRK2
YDR269C		P87281	
YER008C	856726	P33332	SEC3
YNL031C	855700	P61830	HHT2
YNL031C	852295	P61830	HHT2
YDR453C	852064	Q04120	TSA2
YPL154C	855949	P07267	PEP4
YJL208C	853222	P08466	NUC1
YDR383C	851991	Q12493	NKP1
YOR155C	854326	Q99312	ISN1
YFL028C	850516	P43569	CAF16
YGL131C	852746	P53127	SNT2
YJL048C	853399	P47049	UBX6
YBR110W	852407	P16661	ALG1
YJL197W	853242	P39538	UBP12
YMR162C	855197	Q12674	DNF3
YLR035C	850722	Q07980	MLH2
YER114C	856850	P39969	BOI2
YDR375C	851981	P32839	BCS1
YMR158W	855190	Q03799	MRPS8
YOL019W-A	1466477	Q8TGS2	
YMR210W	855250	Q03649	MGL2
YER034W	856756	P40022	
YOL030W	854127	Q08193	GAS5
YBL111C	852161	Q3E7Y5	
YGR064W		P53240	
YJR074W	853537	P47123	MOG1
YEL008W		P40001	
YMR316C-A	855365	I2HB70	
YNL019C	855712	P53975	
YNL214W	855507	P40155	PEX17
YGR263C	853179	P53324	SAY1
YGL049C	852833	P39936	TIF4632
YLR044C	850733	P06169	PDC1
YER014W	856733	P40012	HEM14
YOR323C	854501	P54885	PRO2
YDL161W	851392	Q12518	ENT1
YPL136W		O13519	
YIL155C	854651	P32191	GUT2
YMR241W	855282	Q04013	YHM2
YDL051W	851509	P33399	LHP1
YER143W	856886	P40087	DDI1
YBL036C	852244	P38197	
YCR009C	850367	P25343	RVS161
YMR205C	855245	P16862	PFK2
YMR235C	855275	P11745	RNA1
YIL152W	854654	P40455	
YFL052W	850492	P43551	
YDR084C	851657	P38962	TVP23
YDL056W	851503	P39678	MBP1
YHR051W	856448	P00427	COX6
YPR094W	856209	Q06835	RDS3
YHR130C		P38834	
YLR293C	851000	P32835	GSP1
YGR296C-B	4594642	P0CX95	
YGR296C-B	4594642	P0CX96	
YGR296C-B	4594642	P0CX98	
YGR296C-B	4594642	P0CX94	
YGR296C-B	4594642	P0CX97	
YLR399W-A		Q8TGM1	
YHR149C	856554	P32900	SKG6
YLR192C	850889	Q05775	HCR1
YOL017W	854143	Q08119	ESC8
YJL127C-B	1466466	Q3E828	
YLR300W	851007	P23776	EXG1
YBL094C		P38173	
YHR127W	856528	P38833	
YMR047C	855066	Q02630	NUP116
YNL006W	855726	P41318	LST8
YER053C-A	856780	Q3E7B0	
YHR194W	856601	P38880	MDM31
YOR233W	854408	Q01919	KIN4
YPR074C	856188	P23254	TKL1
YAL016C-A		A0A023PYC6	
YNR030W	855764	P53730	ALG12
YDR344C		Q05510	
YDR320C	851918	Q06677	SWA2
YLR098C	850787	P43634	CHA4
YPL056C	856051	Q02786	LCL1
YLR448W	851169	P05739	RPL6B
YLR381W	851097	Q12748	CTF3
YGL202W	852672	P53090	ARO8
YDR221W	851807	Q04924	GTB1
YMR259C	855301	Q03496	TRM732
YMR175W-A	1466501	Q3E766	
YHR213W-A	1466532	Q8TGT4	
YNL038W	855690	P53961	GPI15
YMR281W	855324	P23797	GPI12
YCR098C	850462	P25346	GIT1
YDL032W		Q12281	
YGL258W-A	852633	Q3E740	
YNL090W	855634	P06781	RHO2
YOL037C		Q08205	
YER028C	856750	P39943	MIG3
YKL170W	853684	P35996	MRPL38
YKR046C	853920	P36139	PET10
YIL046W-A	1466492	Q3E7Z4	
YBR033W	852321	P38073	EDS1
YLR280C		O13541	
YMR261C	855303	P38426	TPS3
YHR032C-A		Q8TGT5	
YNL151C	855571	P17890	RPC31
YHR203C	856610	P0CX35	RPS4B
YHR203C	853610	P0CX35	RPS4B
YHR203C	856610	P0CX36	RPS4B
YHR203C	853610	P0CX36	RPS4B
YBL073W		P38184	
YDR456W	852066	Q04121	NHX1
YDL036C	851525	Q12069	PUS9
YER048C	856772	P39101	CAJ1
YKL210W	853670	P22515	UBA1
YDL217C	851309	Q12328	TIM22
YBR096W	852393	P38256	
YGR133W	853034	P29340	PEX4
YER044C	856767	P40030	ERG28
YNL254C	855467	P53850	RTC4
YPL189C-A	1466518	Q3E823	COA2
YCR047W-A		Q8TGQ1	
YGR109C	853003	P32943	CLB6
YDR334W	851934	Q05471	SWR1
YHR168W	856573	P38860	MTG2
YLR367W	851082	Q3E7Y3	RPS22B
YOR083W	854249	Q12416	WHI5
YBL053W		P38190	
YOL010W	854152	Q08096	RCL1
YJL020W-A		Q8TGN2	
YKR002W	853871	P29468	PAP1
YPR082C	856197	Q06819	DIB1
YGR037C	852925	P31787	ACB1
YHR167W	856572	O13539	THP2
YAL064W	851235	P39711	
YEL039C	856672	P00045	CYC7
YDL049C	851511	P50112	KNH1
YAR071W	851299	P35842	PHO11
YPR133C	856251	Q06505	SPN1
YGL077C	852803	P19807	HNM1
YNR008W	855742	P40345	LRO1
YOR118W	854285	Q12108	RTC5
YKL015W	853854	P25502	PUT3
YGR111W	853008	P53265	
YPL047W	856060	Q03067	SGF11
YBR030W	852318	P38222	RKM3
YJL078C	853367	P47033	PRY3
YDL164C	851391	P04819	CDC9
YIL002C	854815	P40559	INP51
YNR038W	855774	P53734	DBP6
YLR309C	851018	Q06704	IMH1
YHR050W	856447	P38778	SMF2
YBL076C	852202	P09436	ILS1
YMR026C	855041	Q04370	PEX12
YLR299W	851006	Q05902	ECM38
YLR224W	850921	Q05947	UCC1
YGR016W	852899	P53209	
YIR030W-A		A0A023PZK4	
YLR029C	850716	P05748	RPL15A
YER053C	856779	P40035	PIC2
YGR245C	853160	P53313	SDA1
YOR128C	854295	P21264	ADE2
YIL047C-A		A0A023PYH8	
YDR384C	851992	Q12359	ATO3
YDR149C		A0A023PXH9	
YML010W	854999	P27692	SPT5
YOL125W	853995	Q12383	TRM13
YOL004W	854158	P22579	SIN3
YJL165C	853274	P38970	HAL5
YLR373C	851088	Q05934	VID22
YDR093W	851667	Q12675	DNF2
YDR071C	851643	Q12447	PAA1
YBR256C	852559	P38145	RIB5
YMR150C	855182	P28627	IMP1
YHR112C	856512	P38716	
YNR003W-A		Q8TGL7	
YPL077C	856028	Q02831	
YOR177C	854349	Q08550	MPC54
YPR016W-A		P0C5R5	
YIL156W	854650	P40453	UBP7
YOR166C	854337	Q12104	SWT1
YDL143W	851412	P39078	CCT4
YOR006C	854167	Q12094	TSR3
YOR324C	854503	Q99332	FRT1
YKL009W	853860	P33201	MRT4
YIR012W	854829	P35184	SQT1
YGR287C	853204	P53051	IMA1
YLR092W	850781	Q12325	SUL2
YNL307C	855409	P21965	MCK1
YNL131W	855592	P49334	TOM22
YLL018C-A	850642	Q3E731	COX19
YDR032C	851596	Q12335	PST2
YKL108W	853752	P34252	SLD2
YPL272C	855856	Q08984	PBI1
YMR067C	855089	P54730	UBX4
YMR179W	855217	P35209	SPT21
YNL265C	855456	P53843	IST1
YOL024W	854134	Q08172	
YOR033C	854198	P39875	EXO1
YOL033W	854124	P48525	MSE1
YMR126C	855156	Q04216	DLT1
YOL070C	854084	Q08229	NBA1
YOR116C	854283	P04051	RPO31
YPR050C		A0A023PZM3	
YGL244W	852607	P53064	RTF1
YGL057C	852823	P53171	GEP7
YBR162W-A	852460	P38374	YSY6
YNL175C	855547	P53883	NOP13
YNL042W	855686	P53958	BOP3
YIL112W	854694	P40480	HOS4
YDR063W	851635	Q12156	AIM7
YOL067C	854087	P32607	RTG1
YOR145C	854317	Q99216	PNO1
YKR097W	853972	P10963	PCK1
YBL077W		P38183	
YDL166C	851388	Q12055	FAP7
YLR066W	850755	Q12133	SPC3
YGL187C	852688	P04037	COX4
YBR156C	852453	P38283	SLI15
YBL012C		P38209	
YOR304C-A	854481	O14468	BIL1
YPR108W-A	1466522	Q3E7B3	
YOR192C	854364	Q08579	THI72
YML032C	854976	P06778	RAD52
YNL022C	855709	P53972	RCM1
YEL034C-A		Q02217	
YJR117W	853581	P47154	STE24
YBL008W-A	1466442	Q3E821	
YBR297W	852600	P38157	MAL33
YLR146W-A	3799977	Q2V2P1	
YER155C	856899	P39960	BEM2
YIL025C		P40542	
YML018C	854990	Q03730	
YHR027C	856422	P38764	RPN1
YDR004W	851567	P25301	RAD57
YNL056W	855668	P53949	OCA2
YGR180C	853091	P49723	RNR4
YML081W	854894	Q04545	TDA9
YGR116W	853011	P23615	SPT6
YDR151C	851729	P47976	CTH1
YDR037W	851607	P15180	KRS1
YLR175W	850872	P33322	CBF5
YER050C	856776	P40033	RSM18
YGL181W	852694	P40956	GTS1
YMR003W	855015	Q03673	AIM34
YDL175C	851379	Q12476	AIR2
YHR214C-E	1466535	Q8TGK0	
YER031C	856753	P38555	YPT31
YAR033W	851284	P39552	MST28
YGR202C	853116	P13259	PCT1
YPR070W	856183	Q12321	MED1
YKL071W	853792	P36086	
YOL109W	854040	Q08245	ZEO1
YJR057W	853520	P00572	CDC8
YMR221C	855261	Q04991	FMP42
YPL176C	855927	Q08919	TRE1
YDR286C	851880	Q05530	
YJR160C	853625	P0CE00	MPH3
YER037W	856759	P40025	PHM8
YKL075C	853787	P36083	
YOR078W	854245	Q08492	BUD21
YGL127C	852750	P38633	SOH1
YGR203W	853117	P42937	YCH1
YMR257C	855299	P08468	PET111
YPL220W	855881	P0CX44	RPL1A
YPL220W	852742	P0CX44	RPL1A
YPL220W	855881	P0CX43	RPL1A
YPL220W	852742	P0CX43	RPL1A
YOR134W	854302	Q12128	BAG7
YAR069C	1466534	P0CX93	
YAR069C	1466534	P0CX92	
YAR019W-A		A0A023PXB0	
YKL206C	853629	P36040	ADD66
YDR172W	851752	P05453	SUP35
YNL011C	855721	P53980	
YOR131C	854299	Q12486	
